id,top,link,rating_count,price,skin_type,category,brand,bought_info
B01N7T7JKJ,#37,https://www.amazon.com/Roche-Posay-Toleriane-Hydrating-Gentle-Cleanser/dp/B01N7T7JKJ/ref=zg_bs_g_11060451_d_sccl_37/134-7398474-9093341?psc=1,"36,843",$17.99,Face,Washes,La Roche-Posay,N/A
B07RW4CHC3,#38,https://www.amazon.com/DRMTLGY-Anti-Aging-Moisturizer-Foundation-Protection/dp/B07RW4CHC3/ref=zg_bs_g_11060451_d_sccl_38/134-7398474-9093341?psc=1,"31,511",$29.00,Face,Tinted Moisturizers,N/A,40K+ bought in past month
B07VRFC3Y7,#39,https://www.amazon.com/SkinSmart-Cleanser-Bacteria-Athletes-Multiple/dp/B07VRFC3Y7/ref=zg_bs_g_11060451_d_sccl_39/134-7398474-9093341?psc=1,"8,784",$17.46,Face,Washes,SkinSmart Antimicrobial,60K+ bought in past month
B0060OUV5Y,#40,https://www.amazon.com/Roche-Posay-Cicaplast-Baume-Multi-Purpose-Butter/dp/B0060OUV5Y/ref=zg_bs_g_11060451_d_sccl_40/134-7398474-9093341?psc=1,"15,139",$15.99,Body,Creams,La Roche-Posay,N/A
B091NJQ29P,#41,https://www.amazon.com/Good-Molecules-Formulated-Revitalize-Fragrance/dp/B091NJQ29P/ref=zg_bs_g_11060451_d_sccl_41/134-7398474-9093341?psc=1,"17,971",$5.98,Eyes,Gels,N/A,60K+ bought in past month
B003QXZWYW,#42,https://www.amazon.com/Roche-Posay-Lipikar-Intense-Repair-Cream/dp/B003QXZWYW/ref=zg_bs_g_11060451_d_sccl_42/134-7398474-9093341?psc=1,"32,575",$19.99,Body,Lotions,La Roche-Posay,N/A
B001459IEE,#43,https://www.amazon.com/Aveeno-Moisturizing-Soothing-Emollients-Fragrance-Free/dp/B001459IEE/ref=zg_bs_g_11060451_d_sccl_43/134-7398474-9093341?psc=1,"52,700",$9.97,Body,Lotions,Aveeno,40K+ bought in past month
B01M4MCUAF,#44,https://www.amazon.com/TruSkin-Naturals-Vitamin-Topical-Hyaluronic/dp/B01M4MCUAF/ref=zg_bs_g_11060451_d_sccl_44/134-7398474-9093341?psc=1,"149,119",$21.97,Face,Serums,N/A,40K+ bought in past month
B00JJPMXDO,#45,https://www.amazon.com/CeraVe-Repair-Cream-Circles-Puffiness/dp/B00JJPMXDO/ref=zg_bs_g_11060451_d_sccl_45/134-7398474-9093341?psc=1,"67,026",$14.44,Eyes,Creams,CeraVe,50K+ bought in past month
B08CQ9T6KN,#46,https://www.amazon.com/CeraVe-Salicylic-Cleanser-Exfoliating-Fragrance/dp/B08CQ9T6KN/ref=zg_bs_g_11060451_d_sccl_46/134-7398474-9093341?psc=1,"74,077",$15.48,Face,Washes,CeraVe,30K+ bought in past month
B0107QPFBU,#47,https://www.amazon.com/Aquaphor-Advanced-Therapy-Ointment-Protectant/dp/B0107QPFBU/ref=zg_bs_g_11060451_d_sccl_47/134-7398474-9093341?psc=1,"40,444",$12.00,Body,Creams,Aquaphor,N/A
B07DY2QRF6,#48,https://www.amazon.com/Laneige-Lip-Glowy-Balm-Berry/dp/B07DY2QRF6/ref=zg_bs_g_11060451_d_sccl_48/134-7398474-9093341?psc=1,"29,812",$19.00,Lip Care,Balms & Moisturizers,LANEIGE,20K+ bought in past month
B0BVV8BNYJ,#49,https://www.amazon.com/ANUA-Heartleaf-Quercetinol-Pore-Cleansing/dp/B0BVV8BNYJ/ref=zg_bs_g_11060451_d_sccl_49/134-7398474-9093341?psc=1,"7,868",$13.00,Face,Washes,ANUA,80K+ bought in past month
