id,top,link,rating_count,price,skin_type,category,brand,bought_info
B0BX2TZZWG,#31,https://www.amazon.com/Tree-Hut-Variety-Strawberry-Champaine/dp/B0BX2TZZWG/ref=zg_bs_g_11060451_d_sccl_31/138-8806548-5327547?psc=1,"143,296",$7.97,Body,Body Scrubs,Tree Hut,20K+ bought in past month
B07L1PHSY9,#32,https://www.amazon.com/Differin-Adapalene-0-1-Acne-Treatment/dp/B07L1PHSY9/ref=zg_bs_g_11060451_d_sccl_32/138-8806548-5327547?psc=1,"82,734",$14.97,Face,Treatments & Masks,Differin,N/A
B00027DMSI,#33,https://www.amazon.com/Frownies-Forehead-Between-Eyes-Patches/dp/B00027DMSI/ref=zg_bs_g_11060451_d_sccl_33/138-8806548-5327547?psc=1,"37,388",$24.95,Eyes,Wrinkle Pads & Patches,Frownies,70K+ bought in past month
B00F97FHAW,#34,https://www.amazon.com/CeraVe-Facial-Moisturizing-Lotion-AM/dp/B00F97FHAW/ref=zg_bs_g_11060451_d_sccl_34/138-8806548-5327547?psc=1,"89,950",$14.97,Face,Face Moisturizers,CeraVe,70K+ bought in past month
B07YLKXV11,#35,https://www.amazon.com/CeraVe-Sunscreen-Hydrating-Mineral-Titanium/dp/B07YLKXV11/ref=zg_bs_g_11060451_d_sccl_35/138-8806548-5327547?psc=1,"62,209",$13.97,Sunscreens & Tanning Products,Facial Sunscreens,N/A,40K+ bought in past month
B079FV6PRH,#36,https://www.amazon.com/Softsoap-Liquid-Hand-Fresh-Breeze/dp/B079FV6PRH/ref=zg_bs_g_11060451_d_sccl_36/138-8806548-5327547?psc=1,"99,455",$7.74,Body,Hand Wash,Softsoap,30K+ bought in past month
B01N7T7JKJ,#37,https://www.amazon.com/Roche-Posay-Toleriane-Hydrating-Gentle-Cleanser/dp/B01N7T7JKJ/ref=zg_bs_g_11060451_d_sccl_37/138-8806548-5327547?psc=1,"36,842",$17.99,Face,Washes,La Roche-Posay,N/A
B07RW4CHC3,#38,https://www.amazon.com/DRMTLGY-Anti-Aging-Moisturizer-Foundation-Protection/dp/B07RW4CHC3/ref=zg_bs_g_11060451_d_sccl_38/138-8806548-5327547?psc=1,"31,511",$29.00,Face,Tinted Moisturizers,N/A,30K+ bought in past month
B07VRFC3Y7,#39,https://www.amazon.com/SkinSmart-Cleanser-Bacteria-Athletes-Multiple/dp/B07VRFC3Y7/ref=zg_bs_g_11060451_d_sccl_39/138-8806548-5327547?psc=1,"8,783",$17.46,Face,Washes,SkinSmart Antimicrobial,50K+ bought in past month
B0060OUV5Y,#40,https://www.amazon.com/Roche-Posay-Cicaplast-Baume-Multi-Purpose-Butter/dp/B0060OUV5Y/ref=zg_bs_g_11060451_d_sccl_40/138-8806548-5327547?psc=1,"15,137",$15.99,Body,Creams,La Roche-Posay,N/A
B091NJQ29P,#41,https://www.amazon.com/Good-Molecules-Formulated-Revitalize-Fragrance/dp/B091NJQ29P/ref=zg_bs_g_11060451_d_sccl_41/138-8806548-5327547?psc=1,"17,972",$5.98,Eyes,Gels,N/A,60K+ bought in past month
B003QXZWYW,#42,https://www.amazon.com/Roche-Posay-Lipikar-Intense-Repair-Cream/dp/B003QXZWYW/ref=zg_bs_g_11060451_d_sccl_42/138-8806548-5327547?psc=1,"32,573",$19.99,Body,Lotions,La Roche-Posay,N/A
B001459IEE,#43,https://www.amazon.com/Aveeno-Moisturizing-Soothing-Emollients-Fragrance-Free/dp/B001459IEE/ref=zg_bs_g_11060451_d_sccl_43/138-8806548-5327547?psc=1,"52,699",$9.97,Body,Lotions,Aveeno,40K+ bought in past month
B01M4MCUAF,#44,https://www.amazon.com/TruSkin-Naturals-Vitamin-Topical-Hyaluronic/dp/B01M4MCUAF/ref=zg_bs_g_11060451_d_sccl_44/138-8806548-5327547?psc=1,"149,118",$21.97,Face,Serums,N/A,40K+ bought in past month
B08CQ9T6KN,#45,https://www.amazon.com/CeraVe-Salicylic-Cleanser-Exfoliating-Fragrance/dp/B08CQ9T6KN/ref=zg_bs_g_11060451_d_sccl_45/138-8806548-5327547?psc=1,"74,075",$15.48,Face,Washes,CeraVe,30K+ bought in past month
B0107QPFBU,#46,https://www.amazon.com/Aquaphor-Advanced-Therapy-Ointment-Protectant/dp/B0107QPFBU/ref=zg_bs_g_11060451_d_sccl_46/138-8806548-5327547?psc=1,"40,444",$12.00,Body,Creams,Aquaphor,N/A
B0BVV8BNYJ,#47,https://www.amazon.com/ANUA-Heartleaf-Quercetinol-Pore-Cleansing/dp/B0BVV8BNYJ/ref=zg_bs_g_11060451_d_sccl_47/138-8806548-5327547?psc=1,"7,867",$13.00,Face,Washes,ANUA,80K+ bought in past month
B07DY2QRF6,#48,https://www.amazon.com/Laneige-Lip-Glowy-Balm-Berry/dp/B07DY2QRF6/ref=zg_bs_g_11060451_d_sccl_48/138-8806548-5327547?psc=1,"29,811",$19.00,Lip Care,Balms & Moisturizers,LANEIGE,20K+ bought in past month
B00JJPMXDO,#49,https://www.amazon.com/CeraVe-Repair-Cream-Circles-Puffiness/dp/B00JJPMXDO/ref=zg_bs_g_11060451_d_sccl_49/138-8806548-5327547?psc=1,"67,027",$14.44,Eyes,Creams,CeraVe,50K+ bought in past month
B086K2KMNR,#50,https://www.amazon.com/Beauty-Moisturizing-Effectively-Bacteria-Nourishes/dp/B086K2KMNR/ref=zg_bs_g_11060451_d_sccl_50/138-8806548-5327547?psc=1,"33,315",$16.17,Body,Soaps,Dove,40K+ bought in past month
B0009EILKS,#51,https://www.amazon.com/Bior%C3%A9-Blackhead-Unclogging-Technology-Non-Comedogenic/dp/B0009EILKS/ref=zg_bs_g_11060451_d_sccl_1/138-8806548-5327547?psc=1,"81,528",$9.87,Face,Pore Cleansing Strips,Bioré,30K+ bought in past month
B0BT1VXDGD,#52,https://www.amazon.com/Method-Body-Peace-Paraben-Phthalate/dp/B0BT1VXDGD/ref=zg_bs_g_11060451_d_sccl_2/138-8806548-5327547?psc=1,"5,706",$10.97,Body,Body Washes,Method,30K+ bought in past month
B081FFRGZB,#53,https://www.amazon.com/Softsoap-Antibacterial-Liquid-Refill-White/dp/B081FFRGZB/ref=zg_bs_g_11060451_d_sccl_3/138-8806548-5327547?psc=1,"13,159",$5.97,Body,Hand Wash,Softsoap,30K+ bought in past month
B0054LHI5A,#54,https://www.amazon.com/Burts-Bees-Moisturizing-Original-Peppermint/dp/B0054LHI5A/ref=zg_bs_g_11060451_d_sccl_4/138-8806548-5327547?psc=1,"87,784",$10.48,Lip Care,Balms & Moisturizers,Burt's Bees,30K+ bought in past month
B000NWGCZ2,#55,https://www.amazon.com/Vanicream-Moisturizing-Sensitive-Irritated-Dermatologist/dp/B000NWGCZ2/ref=zg_bs_g_11060451_d_sccl_5/138-8806548-5327547?psc=1,"43,482",$13.56,Face,Face Moisturizers,Vanicream,50K+ bought in past month
B001UTK76C,#56,https://www.amazon.com/Jergens-Natural-FIRMING-Moisturizer-Medium/dp/B001UTK76C/ref=zg_bs_g_11060451_d_sccl_6/138-8806548-5327547?psc=1,"38,783",$10.47,Sunscreens & Tanning Products,Self-Tanners,Jergens,10K+ bought in past month
B0CVW6NSD2,#57,https://www.amazon.com/Terra-Lotus-Organic-Grass-Fed-Tallow/dp/B0CVW6NSD2/ref=zg_bs_g_11060451_d_sccl_7/138-8806548-5327547?psc=1,"1,796",$19.99,Face,Face Moisturizers,Terra Lotus,20K+ bought in past month
B07XXPHQZK,#58,https://www.amazon.com/Laneige-Sleeping-Berry/dp/B07XXPHQZK/ref=zg_bs_g_11060451_d_sccl_8/138-8806548-5327547?psc=1,"48,152",$24.00,Lip Care,Balms & Moisturizers,LANEIGE,20K+ bought in past month
B00I51885U,#59,https://www.amazon.com/Carroten-Tan-Express-Intensive-Tanning/dp/B00I51885U/ref=zg_bs_g_11060451_d_sccl_9/138-8806548-5327547?psc=1,"9,812",$26.96,Sunscreens & Tanning Products,Tanning Oils & Lotions,Carroten,20K+ bought in past month
B07G1VKCND,#60,https://www.amazon.com/Rael-Hydrocolloid-Pimple-Healing-Patch/dp/B07G1VKCND/ref=zg_bs_g_11060451_d_sccl_10/138-8806548-5327547?psc=1,"69,993",$16.99,Face,Pore Cleansing Strips,Rael,30K+ bought in past month
B07VWSN95S,#61,https://www.amazon.com/CeraVe-Post-Acne-Refining-Resurfacing-Brightening/dp/B07VWSN95S/ref=zg_bs_g_11060451_d_sccl_11/138-8806548-5327547?psc=1,"50,462",$18.68,Face,Serums,N/A,40K+ bought in past month
B0C7W6GW8P,#62,https://www.amazon.com/l-f-Moisturizing-Hyaluronic-Cruelty-free-Strawberry/dp/B0C7W6GW8P/ref=zg_bs_g_11060451_d_sccl_12/138-8806548-5327547?psc=1,"9,432",$4.00,Lip Care,Balms & Moisturizers,e.l.f.,30K+ bought in past month
B0C42HJRBF,#63,https://www.amazon.com/Summer-Fridays-Lip-Butter-Balm/dp/B0C42HJRBF/ref=zg_bs_g_11060451_d_sccl_13/138-8806548-5327547?psc=1,"3,820",$32.02,Lip Care,Balms & Moisturizers,Summer Fridays,N/A
B007HD570Q,#64,https://www.amazon.com/Thayers-Alcohol-Free-Petal-Formula-12-Facial/dp/B007HD570Q/ref=zg_bs_g_11060451_d_sccl_14/138-8806548-5327547?psc=1,"128,383",$9.74,Face,Toners & Astringents,THAYERS,10K+ bought in past month
B00QY1XZ4W,#65,https://www.amazon.com/Vanicream-Gentle-Cleanser-sensitive-Dispenser/dp/B00QY1XZ4W/ref=zg_bs_g_11060451_d_sccl_15/138-8806548-5327547?psc=1,"29,422",$8.86,Face,Washes,Vanicream,50K+ bought in past month
B0DMQ7J3YQ,#66,https://www.amazon.com/Olay-Lasting-Hydration-Ingredient-Luminous/dp/B0DMQ7J3YQ/ref=zg_bs_g_11060451_d_sccl_16/138-8806548-5327547?psc=1,"1,239",$12.97,Body,Body Washes,Olay,N/A
B0CCRWC6W9,#67,https://www.amazon.com/Daolyo-Hydrocolloid-Blemishes-Salicylic-Calendula/dp/B0CCRWC6W9/ref=zg_bs_g_11060451_d_sccl_17/138-8806548-5327547?psc=1,"5,440",$7.99,Face,Treatments & Masks,Daolyo,40K+ bought in past month
B005IHT94S,#68,https://www.amazon.com/Neutrogena-Ultra-Dry-Touch-Sunscreen-Spectrum/dp/B005IHT94S/ref=zg_bs_g_11060451_d_sccl_18/138-8806548-5327547?psc=1,"90,544",$8.88,Sunscreens & Tanning Products,Body Sunscreens,N/A,30K+ bought in past month
B0CLLV2T1P,#69,https://www.amazon.com/Niacinamide-Tranexamic-Hyaluronic-Sensitive-Fragrance-Free/dp/B0CLLV2T1P/ref=zg_bs_g_11060451_d_sccl_19/138-8806548-5327547?psc=1,"4,629",$22.00,Face,Serums,N/A,50K+ bought in past month
B08TM8DLFJ,#70,https://www.amazon.com/Good-Molecules-Hyaluronic-Long-Lasting-Fragrance-free/dp/B08TM8DLFJ/ref=zg_bs_g_11060451_d_sccl_20/138-8806548-5327547?psc=1,"9,255",$5.98,Face,Serums,N/A,20K+ bought in past month
B09RYRCXKM,#71,https://www.amazon.com/Aquaphor-Healing-Protectant-Avocado-Butter/dp/B09RYRCXKM/ref=zg_bs_g_11060451_d_sccl_21/138-8806548-5327547?psc=1,"9,715",$10.47,Body,Body Butters,Aquaphor,40K+ bought in past month
B09GN1YRVP,#72,https://www.amazon.com/Irish-Spring-Original-Clean-Body/dp/B09GN1YRVP/ref=zg_bs_g_11060451_d_sccl_22/138-8806548-5327547?psc=1,"19,821",$6.94,Body,Body Washes,Irish Spring,10K+ bought in past month
B00J5KDCO2,#73,https://www.amazon.com/EltaMD-Moisturizer-Hyaluronic-Mineral-Based-Protection/dp/B00J5KDCO2/ref=zg_bs_g_11060451_d_sccl_23/138-8806548-5327547?psc=1,"22,802",$42.00,Sunscreens & Tanning Products,Facial Sunscreens,N/A,30K+ bought in past month
B0B1PDDLGZ,#74,https://www.amazon.com/Getter-Multi-Oil-Hydrating-Naturium-Cleanser/dp/B0B1PDDLGZ/ref=zg_bs_g_11060451_d_sccl_24/138-8806548-5327547?psc=1,"10,554",$31.95,Body,Body Washes,Naturium,N/A
B09YZ16XCN,#75,https://www.amazon.com/Gold-Bond-Corrector-Replenishing-Smoothing/dp/B09YZ16XCN/ref=zg_bs_g_11060451_d_sccl_25/138-8806548-5327547?psc=1,"39,772",$12.99,Body,Lotions,Gold Bond,20K+ bought in past month
B06XDCPYYL,#76,https://www.amazon.com/Aquaphor-Repair-Tube-Blister-Ounce/dp/B06XDCPYYL/ref=zg_bs_g_11060451_d_sccl_26/138-8806548-5327547?psc=1,"9,291",$8.36,Lip Care,Balms & Moisturizers,Aquaphor,40K+ bought in past month
B0B45LL4DD,#77,https://www.amazon.com/Beauty-Joseon-Revive-eye-serum/dp/B0B45LL4DD/ref=zg_bs_g_11060451_d_sccl_27/138-8806548-5327547?psc=1,"8,782",$16.99,Eyes,Serums,Beauty of Joseon,40K+ bought in past month
B01M4NFD2N,#78,https://www.amazon.com/Cetaphil-Gentle-Makeup-Removing-Wipes/dp/B01M4NFD2N/ref=zg_bs_g_11060451_d_sccl_28/138-8806548-5327547?psc=1,"20,179",$6.79,Face,Cloths & Towelettes,Cetaphil,20K+ bought in past month
B09B4F55NY,#79,https://www.amazon.com/b-tan-Darkest-Sunless-Tanner-Possible/dp/B09B4F55NY/ref=zg_bs_g_11060451_d_sccl_29/138-8806548-5327547?psc=1,"46,267",$9.50,Sunscreens & Tanning Products,Body Self-Tanners,B.TAN,9K+ bought in past month
B0BVYD2L5K,#80,https://www.amazon.com/Lume-Acidified-Body-Wash-Moisturizing/dp/B0BVYD2L5K/ref=zg_bs_g_11060451_d_sccl_30/138-8806548-5327547?psc=1,"19,983",$18.12,Body,Body Washes,Lume,N/A
B097WFJ5H2,#81,https://www.amazon.com/CeraVe-Treatment-Salicylic-Purifying-Blackhead/dp/B097WFJ5H2/ref=zg_bs_g_11060451_d_sccl_81/138-8806548-5327547?psc=1,"16,872",$14.99,Face,Washes,CeraVe,20K+ bought in past month
B008EKY8VK,#82,https://www.amazon.com/LOreal-Paris-Revitalift-Moisturizer-Hyaluronic/dp/B008EKY8VK/ref=zg_bs_g_11060451_d_sccl_82/138-8806548-5327547?psc=1,"43,012",$18.56,Face,Face Moisturizers,L'ORÉAL PARIS,10K+ bought in past month
B084MVWG1F,#83,https://www.amazon.com/Dial-Antibacterial-liquid-spring-water/dp/B084MVWG1F/ref=zg_bs_g_11060451_d_sccl_83/138-8806548-5327547?psc=1,"25,187",$9.88,Body,Hand Wash,Dial,10K+ bought in past month
B0DJV6YB44,#84,https://www.amazon.com/Dermactin-Crepe-Gone-Body-Souffle/dp/B0DJV6YB44/ref=zg_bs_g_11060451_d_sccl_84/138-8806548-5327547?psc=1,473,$14.00,Body,Creams,Dermactin,10K+ bought in past month
B00ZPWR0N8,#85,https://www.amazon.com/EltaMD-Clear-Tinted-Sunscreen-Face/dp/B00ZPWR0N8/ref=zg_bs_g_11060451_d_sccl_85/138-8806548-5327547?psc=1,"19,326",$46.00,Sunscreens & Tanning Products,Facial Sunscreens,N/A,30K+ bought in past month
B001ET7IQK,#86,https://www.amazon.com/Dove-Beauty-Sensitive-Skin-Count/dp/B001ET7IQK/ref=zg_bs_g_11060451_d_sccl_86/138-8806548-5327547?psc=1,"14,540",$11.97,Body,Soaps,Dove,30K+ bought in past month
B0BT1WN3ZD,#87,https://www.amazon.com/Method-Body-Wash-Surf-28oz/dp/B0BT1WN3ZD/ref=zg_bs_g_11060451_d_sccl_87/138-8806548-5327547?psc=1,"7,869",$11.48,Body,Body Washes,Method,30K+ bought in past month
B07BH4DD2M,#88,https://www.amazon.com/Hawaiian-Tropic-Hydrating-Butter-Coconut/dp/B07BH4DD2M/ref=zg_bs_g_11060451_d_sccl_88/138-8806548-5327547?psc=1,"10,892",$10.99,Sunscreens & Tanning Products,After Sun,Hawaiian Tropic,20K+ bought in past month
B0CZF2T7CK,#89,https://www.amazon.com/Paris-Infallible-3-Second-Setting-Microfine/dp/B0CZF2T7CK/ref=zg_bs_g_11060451_d_sccl_89/138-8806548-5327547?psc=1,"2,833",$21.99,Face,Face Mists,L'ORÉAL PARIS,N/A
B08L8B5JR2,#90,https://www.amazon.com/Vibriance-Formula-Hydrates-Targets-Wrinkles/dp/B08L8B5JR2/ref=zg_bs_g_11060451_d_sccl_90/138-8806548-5327547?psc=1,"15,649",$47.00,Face,Serums,N/A,30K+ bought in past month
B004XGLE7K,#91,https://www.amazon.com/Sun-Bum-Moisturizing-Protection-Hypoallergenic/dp/B004XGLE7K/ref=zg_bs_g_11060451_d_sccl_91/138-8806548-5327547?psc=1,"27,050",$32.99,Sunscreens & Tanning Products,Body Sunscreens,N/A,N/A
B07XC569XF,#92,https://www.amazon.com/Neutrogena-HydroBoost-Hyaluronic-Pre-Moistened-Towelettes/dp/B07XC569XF/ref=zg_bs_g_11060451_d_sccl_92/138-8806548-5327547?psc=1,"15,140",$11.99,Face,Cloths & Towelettes,Neutrogena,30K+ bought in past month
B0BFQ9RD5B,#93,https://www.amazon.com/dalba-Piedmont-Light-weight-Moisturizer-Comedogenic/dp/B0BFQ9RD5B/ref=zg_bs_g_11060451_d_sccl_93/138-8806548-5327547?psc=1,"12,165",$24.00,Face,Face Mists,d'alba Piedmont,20K+ bought in past month
B0CMW64H59,#94,https://www.amazon.com/Cremo-Rich-Lathering-Italian-Bergamot-Blossom/dp/B0CMW64H59/ref=zg_bs_g_11060451_d_sccl_94/138-8806548-5327547?psc=1,"7,671",$8.34,Body,Body Washes,Cremo,10K+ bought in past month
B008C13146,#95,https://www.amazon.com/Maybelline-Dream-Fresh-Medium-Packaging/dp/B008C13146/ref=zg_bs_g_11060451_d_sccl_95/138-8806548-5327547?psc=1,"39,808",$7.99,Face,BB Creams,N/A,10K+ bought in past month
B0B4HKNDLQ,#96,https://www.amazon.com/SOL-JANEIRO-Bum-Jet-Set/dp/B0B4HKNDLQ/ref=zg_bs_g_11060451_d_sccl_96/138-8806548-5327547?psc=1,"10,447",$32.00,Sets & Kits,Sets & Kits,SOL DE JANEIRO,N/A
B00NR1YQHM,#97,https://www.amazon.com/Neutrogena-Hydro-Hyaluronic-Hydrating-Moisturizer/dp/B00NR1YQHM/ref=zg_bs_g_11060451_d_sccl_97/138-8806548-5327547?psc=1,"86,546",$17.95,Face,Face Moisturizers,Neutrogena,20K+ bought in past month
B0BNP3ZN4X,#98,https://www.amazon.com/eos-Strawberry-Pomegranate-Raspberry-Products/dp/B0BNP3ZN4X/ref=zg_bs_g_11060451_d_sccl_98/138-8806548-5327547?psc=1,"22,329",$8.17,Lip Care,Balms & Moisturizers,eos,5K+ bought in past month
B00AREGVUM,#99,https://www.amazon.com/Bio-Oil-200ml-Multiuse-Skincare-6-7oz/dp/B00AREGVUM/ref=zg_bs_g_11060451_d_sccl_99/138-8806548-5327547?psc=1,"51,847",$27.94,Body,Oils,Bio-Oil,40K+ bought in past month
B001YTD3BE,#100,https://www.amazon.com/Jergens-Natural-Oil-Free-Moisturizer-Spectrum/dp/B001YTD3BE/ref=zg_bs_g_11060451_d_sccl_100/138-8806548-5327547?psc=1,"44,562",$3.59,Face,Face,Jergens,4K+ bought in past month
