id,top,link,rating_count,price,skin_type,category,brand,bought_info,cluster_label
B00PBX3L7K,13,https://www.amazon.com/COSRX-Repairing-Hydrating-Secretion-Phthalates/dp/B00PBX3L7K/ref=zg_bs_g_11060451_d_sccl_13/146-4523735-3860123?psc=1,84197,18.44,Face,Serums,unknown,86700.0,Sustainable trend
B00TTD9BRC,14,https://www.amazon.com/CeraVe-Moisturizing-Cream-Daily-Moisturizer/dp/B00TTD9BRC/ref=zg_bs_g_11060451_d_sccl_14/146-4523735-3860123?psc=1,130869,17.49,Face,Face Moisturizers,CeraVe,100000.0,Sustainable trend
B00949CTQQ,15,https://www.amazon.com/Paulas-Choice-SKIN-PERFECTING-Exfoliant-Facial-Blackheads/dp/B00949CTQQ/ref=zg_bs_g_11060451_d_sccl_15/146-4523735-3860123?psc=1,106672,35.0,Face,Facial Peels,Paula's Choice,87600.0,Sustainable trend
B000YJ2SLG,16,https://www.amazon.com/CeraVe-Moisturizing-Lotion-Hyaluronic-Fragrance/dp/B000YJ2SLG/ref=zg_bs_g_11060451_d_sccl_16/146-4523735-3860123?psc=1,124287,13.68,Body,Lotions,CeraVe,60000.0,Sustainable trend
B0BRMYHMS5,17,https://www.amazon.com/Medicube-Collagen-Wrapping-Elasticity-Hydration/dp/B0BRMYHMS5/ref=zg_bs_g_11060451_d_sccl_17/146-4523735-3860123?psc=1,3083,18.9,Face,Masks,medicube,100000.0,Trending
B01MSSDEPK,18,https://www.amazon.com/CeraVe-Hydrating-Facial-Cleanser-Fragrance/dp/B01MSSDEPK/ref=zg_bs_g_11060451_d_sccl_18/146-4523735-3860123?psc=1,120138,15.48,Face,Washes,CeraVe,70000.0,Sustainable trend
B01MYEZPC8,19,https://www.amazon.com/Ordinary-Hyaluronic-Acid-2-30ml/dp/B01MYEZPC8/ref=zg_bs_g_11060451_d_sccl_19/146-4523735-3860123?psc=1,21867,9.9,Face,Serums,unknown,67350.0,Trending
B002MSN3QQ,20,https://www.amazon.com/EltaMD-Acne-Prone-Mineral-Based-Dermatologist-Recommended/dp/B002MSN3QQ/ref=zg_bs_g_11060451_d_sccl_20/146-4523735-3860123?psc=1,44478,44.0,Sunscreens & Tanning Products,Facial Sunscreens,unknown,70000.0,Trending
B00SK71SAG,21,https://www.amazon.com/Dove-Hypoallergenic-Paraben-Free-Sulfate-Free-Cruelty-Free/dp/B00SK71SAG/ref=zg_bs_g_11060451_d_sccl_21/146-4523735-3860123?psc=1,57212,9.87,Body,Body Washes,Dove,40000.0,Trending
B07TJG79HP,22,https://www.amazon.com/MRS-MEYERS-CLEAN-DAY-Biodegradable/dp/B07TJG79HP/ref=zg_bs_g_11060451_d_sccl_22/146-4523735-3860123?psc=1,16600,14.64,Body,Hand Wash,MRS. MEYER'S CLEAN DAY,20000.0,Trending
B014E2D6BY,23,https://www.amazon.com/Under-Eye-Patches-Gold-24-Pairs/dp/B014E2D6BY/ref=zg_bs_g_11060451_d_sccl_23/146-4523735-3860123?psc=1,31341,21.95,Eyes,Wrinkle Pads & Patches,grace & stella,30000.0,Trending
B00365DABC,24,https://www.amazon.com/CeraVe-Facial-Moisturizing-Lotion-Lightweight/dp/B00365DABC/ref=zg_bs_g_11060451_d_sccl_24/146-4523735-3860123?psc=1,55130,14.97,Face,Face Moisturizers,CeraVe,80000.0,Trending
B01N1LL62W,25,https://www.amazon.com/CeraVe-Foaming-Facial-Cleanser-Washing/dp/B01N1LL62W/ref=zg_bs_g_11060451_d_sccl_25/146-4523735-3860123?psc=1,94679,15.48,Face,Washes,CeraVe,50000.0,Sustainable trend
B0BBSP2JNQ,26,https://www.amazon.com/Face-Moisturizer-Collagen-Cream-Moisturizing/dp/B0BBSP2JNQ/ref=zg_bs_g_11060451_d_sccl_26/146-4523735-3860123?psc=1,18882,22.99,Face,Neck & Décolleté,SimplyVital,70000.0,Trending
B00SNPCSUY,27,https://www.amazon.com/CeraVe-Skin-Renewing-Night-Cream/dp/B00SNPCSUY/ref=zg_bs_g_11060451_d_sccl_27/146-4523735-3860123?psc=1,49843,16.47,Face,Night Creams,CeraVe,70000.0,Trending
B01N34XW93,28,https://www.amazon.com/Roche-Posay-Toleriane-Purifying-Sensitive-Niacinamide/dp/B01N34XW93/ref=zg_bs_g_11060451_d_sccl_28/146-4523735-3860123?psc=1,39231,17.99,Face,Washes,La Roche-Posay,63000.0,Trending
B01MDTVZTZ,29,https://www.amazon.com/Ordinary-Niacinamide-10-Zinc-30ml/dp/B01MDTVZTZ/ref=zg_bs_g_11060451_d_sccl_29/146-4523735-3860123?psc=1,30691,6.0,Face,Serums,unknown,43400.0,Trending
B0BX2TZZWG,30,https://www.amazon.com/Tree-Hut-Variety-Strawberry-Champaine/dp/B0BX2TZZWG/ref=zg_bs_g_11060451_d_sccl_30/146-4523735-3860123?psc=1,143296,7.97,Body,Body Scrubs,Tree Hut,20000.0,Trending again
B08BW46XXK,31,https://www.amazon.com/Vanicream-Moisturizer-Hyaluronic-pH-Balanced-Dermatologist/dp/B08BW46XXK/ref=zg_bs_g_11060451_d_sccl_31/146-4523735-3860123?psc=1,18285,12.97,Face,Face Moisturizers,Vanicream,80000.0,Trending
B07L1PHSY9,32,https://www.amazon.com/Differin-Adapalene-0-1-Acne-Treatment/dp/B07L1PHSY9/ref=zg_bs_g_11060451_d_sccl_32/146-4523735-3860123?psc=1,82734,14.97,Face,Treatments & Masks,Differin,60300.0,Sustainable trend
B00027DMSI,33,https://www.amazon.com/Frownies-Forehead-Between-Eyes-Patches/dp/B00027DMSI/ref=zg_bs_g_11060451_d_sccl_33/146-4523735-3860123?psc=1,37388,24.95,Eyes,Wrinkle Pads & Patches,Frownies,70000.0,Trending
B00F97FHAW,34,https://www.amazon.com/CeraVe-Facial-Moisturizing-Lotion-AM/dp/B00F97FHAW/ref=zg_bs_g_11060451_d_sccl_34/146-4523735-3860123?psc=1,89950,14.97,Face,Face Moisturizers,CeraVe,70000.0,Sustainable trend
B01N7T7JKJ,35,https://www.amazon.com/Roche-Posay-Toleriane-Hydrating-Gentle-Cleanser/dp/B01N7T7JKJ/ref=zg_bs_g_11060451_d_sccl_35/146-4523735-3860123?psc=1,36842,17.99,Face,Washes,La Roche-Posay,49600.0,Trending
B079FV6PRH,36,https://www.amazon.com/Softsoap-Liquid-Hand-Fresh-Breeze/dp/B079FV6PRH/ref=zg_bs_g_11060451_d_sccl_36/146-4523735-3860123?psc=1,99455,7.74,Body,Hand Wash,Softsoap,30000.0,Trending again
B07VRFC3Y7,37,https://www.amazon.com/SkinSmart-Cleanser-Bacteria-Athletes-Multiple/dp/B07VRFC3Y7/ref=zg_bs_g_11060451_d_sccl_37/146-4523735-3860123?psc=1,8783,17.46,Face,Washes,SkinSmart Antimicrobial,50000.0,Trending
B07YLKXV11,38,https://www.amazon.com/CeraVe-Sunscreen-Hydrating-Mineral-Titanium/dp/B07YLKXV11/ref=zg_bs_g_11060451_d_sccl_38/146-4523735-3860123?psc=1,62209,13.97,Sunscreens & Tanning Products,Facial Sunscreens,unknown,40000.0,Trending
B0060OUV5Y,39,https://www.amazon.com/Roche-Posay-Cicaplast-Baume-Multi-Purpose-Butter/dp/B0060OUV5Y/ref=zg_bs_g_11060451_d_sccl_39/146-4523735-3860123?psc=1,15137,15.99,Body,Creams,La Roche-Posay,35200.0,Trending
B003QXZWYW,40,https://www.amazon.com/Roche-Posay-Lipikar-Intense-Repair-Cream/dp/B003QXZWYW/ref=zg_bs_g_11060451_d_sccl_40/146-4523735-3860123?psc=1,32573,19.99,Body,Lotions,La Roche-Posay,33400.0,Trending
B091NJQ29P,41,https://www.amazon.com/Good-Molecules-Formulated-Revitalize-Fragrance/dp/B091NJQ29P/ref=zg_bs_g_11060451_d_sccl_41/146-4523735-3860123?psc=1,17972,5.98,Eyes,Gels,unknown,60000.0,Trending
B07RW4CHC3,42,https://www.amazon.com/DRMTLGY-Anti-Aging-Moisturizer-Foundation-Protection/dp/B07RW4CHC3/ref=zg_bs_g_11060451_d_sccl_42/146-4523735-3860123?psc=1,31511,29.0,Face,Tinted Moisturizers,unknown,30000.0,Trending
B001459IEE,43,https://www.amazon.com/Aveeno-Moisturizing-Soothing-Emollients-Fragrance-Free/dp/B001459IEE/ref=zg_bs_g_11060451_d_sccl_43/146-4523735-3860123?psc=1,52699,9.97,Body,Lotions,Aveeno,40000.0,Trending
B0BVV8BNYJ,44,https://www.amazon.com/ANUA-Heartleaf-Quercetinol-Pore-Cleansing/dp/B0BVV8BNYJ/ref=zg_bs_g_11060451_d_sccl_44/146-4523735-3860123?psc=1,7867,13.0,Face,Washes,ANUA,80000.0,Trending
B0107QPFBU,45,https://www.amazon.com/Aquaphor-Advanced-Therapy-Ointment-Protectant/dp/B0107QPFBU/ref=zg_bs_g_11060451_d_sccl_45/146-4523735-3860123?psc=1,40444,12.0,Body,Creams,Aquaphor,39090.0,Trending
B08CQ9T6KN,46,https://www.amazon.com/CeraVe-Salicylic-Cleanser-Exfoliating-Fragrance/dp/B08CQ9T6KN/ref=zg_bs_g_11060451_d_sccl_46/146-4523735-3860123?psc=1,74075,15.48,Face,Washes,CeraVe,30000.0,Trending again
B01M4MCUAF,47,https://www.amazon.com/TruSkin-Naturals-Vitamin-Topical-Hyaluronic/dp/B01M4MCUAF/ref=zg_bs_g_11060451_d_sccl_47/146-4523735-3860123?psc=1,149118,21.97,Face,Serums,unknown,40000.0,Trending again
B07DY2QRF6,48,https://www.amazon.com/Laneige-Lip-Glowy-Balm-Berry/dp/B07DY2QRF6/ref=zg_bs_g_11060451_d_sccl_48/146-4523735-3860123?psc=1,29811,19.0,Lip Care,Balms & Moisturizers,LANEIGE,20000.0,Potential Growth
B0009EILKS,49,https://www.amazon.com/Bior%C3%A9-Blackhead-Unclogging-Technology-Non-Comedogenic/dp/B0009EILKS/ref=zg_bs_g_11060451_d_sccl_49/146-4523735-3860123?psc=1,81528,9.87,Face,Pore Cleansing Strips,Bioré,30000.0,Trending again
B00JJPMXDO,50,https://www.amazon.com/CeraVe-Repair-Cream-Circles-Puffiness/dp/B00JJPMXDO/ref=zg_bs_g_11060451_d_sccl_50/146-4523735-3860123?psc=1,67027,14.44,Eyes,Creams,CeraVe,50000.0,Trending
B0054LHI5A,51,https://www.amazon.com/Burts-Bees-Moisturizing-Original-Peppermint/dp/B0054LHI5A/ref=zg_bs_g_11060451_d_sccl_1/146-4523735-3860123?psc=1,87784,10.48,Lip Care,Balms & Moisturizers,Burt's Bees,30000.0,Trending again
B086K2KMNR,52,https://www.amazon.com/Beauty-Moisturizing-Effectively-Bacteria-Nourishes/dp/B086K2KMNR/ref=zg_bs_g_11060451_d_sccl_2/146-4523735-3860123?psc=1,33315,16.17,Body,Soaps,Dove,40000.0,Trending
B0BT1VXDGD,53,https://www.amazon.com/Method-Body-Peace-Paraben-Phthalate/dp/B0BT1VXDGD/ref=zg_bs_g_11060451_d_sccl_3/146-4523735-3860123?psc=1,5706,10.97,Body,Body Washes,Method,30000.0,Potential Growth
B081FFRGZB,54,https://www.amazon.com/Softsoap-Antibacterial-Liquid-Refill-White/dp/B081FFRGZB/ref=zg_bs_g_11060451_d_sccl_4/146-4523735-3860123?psc=1,13159,5.97,Body,Hand Wash,Softsoap,30000.0,Potential Growth
B00I51885U,55,https://www.amazon.com/Carroten-Tan-Express-Intensive-Tanning/dp/B00I51885U/ref=zg_bs_g_11060451_d_sccl_5/146-4523735-3860123?psc=1,9812,26.96,Sunscreens & Tanning Products,Tanning Oils & Lotions,Carroten,20000.0,Potential Growth
B000NWGCZ2,56,https://www.amazon.com/Vanicream-Moisturizing-Sensitive-Irritated-Dermatologist/dp/B000NWGCZ2/ref=zg_bs_g_11060451_d_sccl_6/146-4523735-3860123?psc=1,43482,13.56,Face,Face Moisturizers,Vanicream,50000.0,Trending
B07G1VKCND,57,https://www.amazon.com/Rael-Hydrocolloid-Pimple-Healing-Patch/dp/B07G1VKCND/ref=zg_bs_g_11060451_d_sccl_7/146-4523735-3860123?psc=1,69993,16.99,Face,Pore Cleansing Strips,Rael,30000.0,Trending again
B001UTK76C,58,https://www.amazon.com/Jergens-Natural-FIRMING-Moisturizer-Medium/dp/B001UTK76C/ref=zg_bs_g_11060451_d_sccl_8/146-4523735-3860123?psc=1,38783,10.47,Sunscreens & Tanning Products,Self-Tanners,Jergens,10000.0,Potential Growth
B07XXPHQZK,59,https://www.amazon.com/Laneige-Sleeping-Berry/dp/B07XXPHQZK/ref=zg_bs_g_11060451_d_sccl_9/146-4523735-3860123?psc=1,48152,24.0,Lip Care,Balms & Moisturizers,LANEIGE,20000.0,Potential Growth
B0C7W6GW8P,60,https://www.amazon.com/l-f-Moisturizing-Hyaluronic-Cruelty-free-Strawberry/dp/B0C7W6GW8P/ref=zg_bs_g_11060451_d_sccl_10/146-4523735-3860123?psc=1,9432,4.0,Lip Care,Balms & Moisturizers,e.l.f.,30000.0,Potential Growth
B0CVW6NSD2,61,https://www.amazon.com/Terra-Lotus-Organic-Grass-Fed-Tallow/dp/B0CVW6NSD2/ref=zg_bs_g_11060451_d_sccl_11/146-4523735-3860123?psc=1,1796,19.99,Face,Face Moisturizers,Terra Lotus,20000.0,Potential Growth
B0C42HJRBF,62,https://www.amazon.com/Summer-Fridays-Lip-Butter-Balm/dp/B0C42HJRBF/ref=zg_bs_g_11060451_d_sccl_12/146-4523735-3860123?psc=1,3820,32.02,Lip Care,Balms & Moisturizers,Summer Fridays,23600.0,Potential Growth
B07VWSN95S,63,https://www.amazon.com/CeraVe-Post-Acne-Refining-Resurfacing-Brightening/dp/B07VWSN95S/ref=zg_bs_g_11060451_d_sccl_13/146-4523735-3860123?psc=1,50462,18.68,Face,Serums,unknown,40000.0,Trending
B0CLLV2T1P,64,https://www.amazon.com/Niacinamide-Tranexamic-Hyaluronic-Sensitive-Fragrance-Free/dp/B0CLLV2T1P/ref=zg_bs_g_11060451_d_sccl_14/146-4523735-3860123?psc=1,4629,22.0,Face,Serums,unknown,50000.0,Trending
B007HD570Q,65,https://www.amazon.com/Thayers-Alcohol-Free-Petal-Formula-12-Facial/dp/B007HD570Q/ref=zg_bs_g_11060451_d_sccl_15/146-4523735-3860123?psc=1,128383,9.74,Face,Toners & Astringents,THAYERS,10000.0,Trending again
B0DMQ7J3YQ,66,https://www.amazon.com/Olay-Lasting-Hydration-Ingredient-Luminous/dp/B0DMQ7J3YQ/ref=zg_bs_g_11060451_d_sccl_16/146-4523735-3860123?psc=1,1239,12.97,Body,Body Washes,Olay,29500.0,Potential Growth
B0CCRWC6W9,67,https://www.amazon.com/Daolyo-Hydrocolloid-Blemishes-Salicylic-Calendula/dp/B0CCRWC6W9/ref=zg_bs_g_11060451_d_sccl_17/146-4523735-3860123?psc=1,5440,7.99,Face,Treatments & Masks,Daolyo,40000.0,Potential Growth
B00QY1XZ4W,68,https://www.amazon.com/Vanicream-Gentle-Cleanser-sensitive-Dispenser/dp/B00QY1XZ4W/ref=zg_bs_g_11060451_d_sccl_18/146-4523735-3860123?psc=1,29422,8.86,Face,Washes,Vanicream,50000.0,Trending
B08TM8DLFJ,69,https://www.amazon.com/Good-Molecules-Hyaluronic-Long-Lasting-Fragrance-free/dp/B08TM8DLFJ/ref=zg_bs_g_11060451_d_sccl_19/146-4523735-3860123?psc=1,9255,5.98,Face,Serums,unknown,20000.0,Potential Growth
B005IHT94S,70,https://www.amazon.com/Neutrogena-Ultra-Dry-Touch-Sunscreen-Spectrum/dp/B005IHT94S/ref=zg_bs_g_11060451_d_sccl_20/146-4523735-3860123?psc=1,90544,8.88,Sunscreens & Tanning Products,Body Sunscreens,unknown,30000.0,Trending again
B0B1PDDLGZ,71,https://www.amazon.com/Getter-Multi-Oil-Hydrating-Naturium-Cleanser/dp/B0B1PDDLGZ/ref=zg_bs_g_11060451_d_sccl_21/146-4523735-3860123?psc=1,10554,31.95,Body,Body Washes,Naturium,27300.0,Potential Growth
B09RYRCXKM,72,https://www.amazon.com/Aquaphor-Healing-Protectant-Avocado-Butter/dp/B09RYRCXKM/ref=zg_bs_g_11060451_d_sccl_22/146-4523735-3860123?psc=1,9715,10.47,Body,Body Butters,Aquaphor,40000.0,Potential Growth
B0B45LL4DD,73,https://www.amazon.com/Beauty-Joseon-Revive-eye-serum/dp/B0B45LL4DD/ref=zg_bs_g_11060451_d_sccl_23/146-4523735-3860123?psc=1,8782,16.99,Eyes,Serums,Beauty of Joseon,40000.0,Potential Growth
B09GN1YRVP,74,https://www.amazon.com/Irish-Spring-Original-Clean-Body/dp/B09GN1YRVP/ref=zg_bs_g_11060451_d_sccl_24/146-4523735-3860123?psc=1,19821,6.94,Body,Body Washes,Irish Spring,10000.0,Potential Growth
B00J5KDCO2,75,https://www.amazon.com/EltaMD-Moisturizer-Hyaluronic-Mineral-Based-Protection/dp/B00J5KDCO2/ref=zg_bs_g_11060451_d_sccl_25/146-4523735-3860123?psc=1,22802,42.0,Sunscreens & Tanning Products,Facial Sunscreens,unknown,30000.0,Potential Growth
B097WFJ5H2,76,https://www.amazon.com/CeraVe-Treatment-Salicylic-Purifying-Blackhead/dp/B097WFJ5H2/ref=zg_bs_g_11060451_d_sccl_26/146-4523735-3860123?psc=1,16872,14.99,Face,Washes,CeraVe,20000.0,Potential Growth
B06XDCPYYL,77,https://www.amazon.com/Aquaphor-Repair-Tube-Blister-Ounce/dp/B06XDCPYYL/ref=zg_bs_g_11060451_d_sccl_27/146-4523735-3860123?psc=1,9291,8.36,Lip Care,Balms & Moisturizers,Aquaphor,40000.0,Potential Growth
B09YZ16XCN,78,https://www.amazon.com/Gold-Bond-Corrector-Replenishing-Smoothing/dp/B09YZ16XCN/ref=zg_bs_g_11060451_d_sccl_28/146-4523735-3860123?psc=1,39772,12.39,Body,Lotions,Gold Bond,20000.0,Potential Growth
B01M4NFD2N,79,https://www.amazon.com/Cetaphil-Gentle-Makeup-Removing-Wipes/dp/B01M4NFD2N/ref=zg_bs_g_11060451_d_sccl_29/146-4523735-3860123?psc=1,20179,6.79,Face,Cloths & Towelettes,Cetaphil,20000.0,Potential Growth
B0BVYD2L5K,80,https://www.amazon.com/Lume-Acidified-Body-Wash-Moisturizing/dp/B0BVYD2L5K/ref=zg_bs_g_11060451_d_sccl_30/146-4523735-3860123?psc=1,19983,18.12,Body,Body Washes,Lume,18700.0,Potential Growth
B09B4F55NY,81,https://www.amazon.com/b-tan-Darkest-Sunless-Tanner-Possible/dp/B09B4F55NY/ref=zg_bs_g_11060451_d_sccl_81/146-4523735-3860123?psc=1,46267,9.5,Sunscreens & Tanning Products,Body Self-Tanners,B.TAN,9000.0,Potential Growth
B0BFQ9RD5B,82,https://www.amazon.com/dalba-Piedmont-Light-weight-Moisturizer-Comedogenic/dp/B0BFQ9RD5B/ref=zg_bs_g_11060451_d_sccl_82/146-4523735-3860123?psc=1,12165,24.0,Face,Face Mists,d'alba Piedmont,20000.0,Potential Growth
B07BH4DD2M,83,https://www.amazon.com/Hawaiian-Tropic-Hydrating-Butter-Coconut/dp/B07BH4DD2M/ref=zg_bs_g_11060451_d_sccl_83/146-4523735-3860123?psc=1,10892,10.99,Sunscreens & Tanning Products,After Sun,Hawaiian Tropic,20000.0,Potential Growth
B0DJV6YB44,84,https://www.amazon.com/Dermactin-Crepe-Gone-Body-Souffle/dp/B0DJV6YB44/ref=zg_bs_g_11060451_d_sccl_84/146-4523735-3860123?psc=1,473,14.0,Body,Creams,Dermactin,10000.0,Potential Growth
B001ET7IQK,85,https://www.amazon.com/Dove-Beauty-Sensitive-Skin-Count/dp/B001ET7IQK/ref=zg_bs_g_11060451_d_sccl_85/146-4523735-3860123?psc=1,14540,11.97,Body,Soaps,Dove,30000.0,Potential Growth
B008EKY8VK,86,https://www.amazon.com/LOreal-Paris-Revitalift-Moisturizer-Hyaluronic/dp/B008EKY8VK/ref=zg_bs_g_11060451_d_sccl_86/146-4523735-3860123?psc=1,43012,18.56,Face,Face Moisturizers,L'ORÉAL PARIS,10000.0,Potential Growth
B00ZPWR0N8,87,https://www.amazon.com/EltaMD-Clear-Tinted-Sunscreen-Face/dp/B00ZPWR0N8/ref=zg_bs_g_11060451_d_sccl_87/146-4523735-3860123?psc=1,19326,46.0,Sunscreens & Tanning Products,Facial Sunscreens,unknown,30000.0,Potential Growth
B0BT1WN3ZD,88,https://www.amazon.com/Method-Body-Wash-Surf-28oz/dp/B0BT1WN3ZD/ref=zg_bs_g_11060451_d_sccl_88/146-4523735-3860123?psc=1,7869,11.48,Body,Body Washes,Method,30000.0,Potential Growth
B0CZF2T7CK,89,https://www.amazon.com/Paris-Infallible-3-Second-Setting-Microfine/dp/B0CZF2T7CK/ref=zg_bs_g_11060451_d_sccl_89/146-4523735-3860123?psc=1,2833,21.99,Face,Face Mists,L'ORÉAL PARIS,19350.0,Potential Growth
B077TWXCQV,90,https://www.amazon.com/CeraVe-Salicylic-Ounce-Fragrance-Exfoliate/dp/B077TWXCQV/ref=zg_bs_g_11060451_d_sccl_90/146-4523735-3860123?psc=1,33775,13.99,Body,Body Washes,CeraVe,30000.0,Potential Growth
B004XGLE7K,91,https://www.amazon.com/Sun-Bum-Moisturizing-Protection-Hypoallergenic/dp/B004XGLE7K/ref=zg_bs_g_11060451_d_sccl_91/146-4523735-3860123?psc=1,27050,32.99,Sunscreens & Tanning Products,Body Sunscreens,unknown,24040.0,Potential Growth
B07YLJPMC3,92,https://www.amazon.com/CeraVe-Treatment-Hyaluronic-Niacinamide-Sensitive/dp/B07YLJPMC3/ref=zg_bs_g_11060451_d_sccl_92/146-4523735-3860123?psc=1,33260,14.94,Face,Washes,CeraVe,25980.0,Potential Growth
B084MVWG1F,93,https://www.amazon.com/Dial-Antibacterial-liquid-spring-water/dp/B084MVWG1F/ref=zg_bs_g_11060451_d_sccl_93/146-4523735-3860123?psc=1,25187,9.88,Body,Hand Wash,Dial,10000.0,Potential Growth
B0CMW64H59,94,https://www.amazon.com/Cremo-Rich-Lathering-Italian-Bergamot-Blossom/dp/B0CMW64H59/ref=zg_bs_g_11060451_d_sccl_94/146-4523735-3860123?psc=1,7671,8.34,Body,Body Washes,Cremo,10000.0,Potential Growth
B0BNP3ZN4X,95,https://www.amazon.com/eos-Strawberry-Pomegranate-Raspberry-Products/dp/B0BNP3ZN4X/ref=zg_bs_g_11060451_d_sccl_95/146-4523735-3860123?psc=1,22329,8.19,Lip Care,Balms & Moisturizers,eos,5000.0,Potential Growth
B07XC569XF,96,https://www.amazon.com/Neutrogena-HydroBoost-Hyaluronic-Pre-Moistened-Towelettes/dp/B07XC569XF/ref=zg_bs_g_11060451_d_sccl_96/146-4523735-3860123?psc=1,15140,12.5,Face,Cloths & Towelettes,Neutrogena,30000.0,Potential Growth
B00NR1YQHM,97,https://www.amazon.com/Neutrogena-Hydro-Hyaluronic-Hydrating-Moisturizer/dp/B00NR1YQHM/ref=zg_bs_g_11060451_d_sccl_97/146-4523735-3860123?psc=1,86546,17.95,Face,Face Moisturizers,Neutrogena,20000.0,Trending again
B00AREGVUM,98,https://www.amazon.com/Bio-Oil-200ml-Multiuse-Skincare-6-7oz/dp/B00AREGVUM/ref=zg_bs_g_11060451_d_sccl_98/146-4523735-3860123?psc=1,51847,27.94,Body,Oils,Bio-Oil,40000.0,Potential Growth
B008C13146,99,https://www.amazon.com/Maybelline-Dream-Fresh-Medium-Packaging/dp/B008C13146/ref=zg_bs_g_11060451_d_sccl_99/146-4523735-3860123?psc=1,39808,7.99,Face,BB Creams,unknown,10000.0,Potential Growth
B0B4HKNDLQ,100,https://www.amazon.com/SOL-JANEIRO-Bum-Jet-Set/dp/B0B4HKNDLQ/ref=zg_bs_g_11060451_d_sccl_100/146-4523735-3860123?psc=1,10447,32.0,Sets & Kits,Sets & Kits,SOL DE JANEIRO,26350.0,Potential Growth
