id,top,link,rating_count,price,skin_type,category,brand,bought_info
B07YLKXV11,#38,https://www.amazon.com/CeraVe-Sunscreen-Hydrating-Mineral-Titanium/dp/B07YLKXV11/ref=zg_bs_g_11060451_d_sccl_38/137-1423189-1835638?psc=1,"62,195",$13.97,Sunscreens & Tanning Products,Facial Sunscreens,N/A,40K+ bought in past month
B0060OUV5Y,#39,https://www.amazon.com/Roche-Posay-Cicaplast-Baume-Multi-Purpose-Butter/dp/B0060OUV5Y/ref=zg_bs_g_11060451_d_sccl_39/137-1423189-1835638?psc=1,"15,125",$15.99,Body,Creams,La Roche-Posay,N/A
B003QXZWYW,#40,https://www.amazon.com/Roche-Posay-Lipikar-Intense-Repair-Cream/dp/B003QXZWYW/ref=zg_bs_g_11060451_d_sccl_40/137-1423189-1835638?psc=1,"32,553",$19.99,Body,Lotions,La Roche-Posay,N/A
B091NJQ29P,#41,https://www.amazon.com/Good-Molecules-Formulated-Revitalize-Fragrance/dp/B091NJQ29P/ref=zg_bs_g_11060451_d_sccl_41/137-1423189-1835638?psc=1,"17,953",$5.98,Eyes,Gels,N/A,60K+ bought in past month
B07RW4CHC3,#42,https://www.amazon.com/DRMTLGY-Anti-Aging-Moisturizer-Foundation-Protection/dp/B07RW4CHC3/ref=zg_bs_g_11060451_d_sccl_42/137-1423189-1835638?psc=1,"31,504",$29.00,Face,Tinted Moisturizers,N/A,30K+ bought in past month
B001459IEE,#43,https://www.amazon.com/Aveeno-Moisturizing-Soothing-Emollients-Fragrance-Free/dp/B001459IEE/ref=zg_bs_g_11060451_d_sccl_43/137-1423189-1835638?psc=1,"52,686",$9.97,Body,Lotions,Aveeno,40K+ bought in past month
B0107QPFBU,#44,https://www.amazon.com/Aquaphor-Advanced-Therapy-Ointment-Protectant/dp/B0107QPFBU/ref=zg_bs_g_11060451_d_sccl_44/137-1423189-1835638?psc=1,"40,434",$12.00,Body,Creams,Aquaphor,N/A
B08CQ9T6KN,#45,https://www.amazon.com/CeraVe-Salicylic-Cleanser-Exfoliating-Fragrance/dp/B08CQ9T6KN/ref=zg_bs_g_11060451_d_sccl_45/137-1423189-1835638?psc=1,"74,065",$15.48,Face,Washes,CeraVe,30K+ bought in past month
B0BVV8BNYJ,#46,https://www.amazon.com/ANUA-Heartleaf-Quercetinol-Pore-Cleansing/dp/B0BVV8BNYJ/ref=zg_bs_g_11060451_d_sccl_46/137-1423189-1835638?psc=1,"7,840",$13.00,Face,Washes,ANUA,80K+ bought in past month
B07DY2QRF6,#47,https://www.amazon.com/Laneige-Lip-Glowy-Balm-Berry/dp/B07DY2QRF6/ref=zg_bs_g_11060451_d_sccl_47/137-1423189-1835638?psc=1,"29,801",$19.00,Lip Care,Balms & Moisturizers,LANEIGE,20K+ bought in past month
B0009EILKS,#48,https://www.amazon.com/Bior%C3%A9-Blackhead-Unclogging-Technology-Non-Comedogenic/dp/B0009EILKS/ref=zg_bs_g_11060451_d_sccl_48/137-1423189-1835638?psc=1,"81,522",$9.87,Face,Pore Cleansing Strips,Bioré,30K+ bought in past month
B00JJPMXDO,#49,https://www.amazon.com/CeraVe-Repair-Cream-Circles-Puffiness/dp/B00JJPMXDO/ref=zg_bs_g_11060451_d_sccl_49/137-1423189-1835638?psc=1,"67,015",$14.44,Eyes,Creams,CeraVe,50K+ bought in past month
B00I51885U,#50,https://www.amazon.com/Carroten-Tan-Express-Intensive-Tanning/dp/B00I51885U/ref=zg_bs_g_11060451_d_sccl_50/137-1423189-1835638?psc=1,"9,808",$26.96,Sunscreens & Tanning Products,Tanning Oils & Lotions,Carroten,20K+ bought in past month
