id,top,link,rating_count,price,skin_type,category,brand,bought_info
B0DMQ7J3YQ,#66,https://www.amazon.com/Olay-Lasting-Hydration-Ingredient-Luminous/dp/B0DMQ7J3YQ/ref=zg_bs_g_11060451_d_sccl_16/146-4523735-3860123?psc=1,"1,239",$12.97,Body,Body Washes,Olay,N/A
B0CCRWC6W9,#67,https://www.amazon.com/Daolyo-Hydrocolloid-Blemishes-Salicylic-Calendula/dp/B0CCRWC6W9/ref=zg_bs_g_11060451_d_sccl_17/146-4523735-3860123?psc=1,"5,440",$7.99,Face,Treatments & Masks,Daolyo,40K+ bought in past month
B00QY1XZ4W,#68,https://www.amazon.com/Vanicream-Gentle-Cleanser-sensitive-Dispenser/dp/B00QY1XZ4W/ref=zg_bs_g_11060451_d_sccl_18/146-4523735-3860123?psc=1,"29,422",$8.86,Face,Washes,Vanicream,50K+ bought in past month
B08TM8DLFJ,#69,https://www.amazon.com/Good-Molecules-Hyaluronic-Long-Lasting-Fragrance-free/dp/B08TM8DLFJ/ref=zg_bs_g_11060451_d_sccl_19/146-4523735-3860123?psc=1,"9,255",$5.98,Face,Serums,N/A,20K+ bought in past month
B005IHT94S,#70,https://www.amazon.com/Neutrogena-Ultra-Dry-Touch-Sunscreen-Spectrum/dp/B005IHT94S/ref=zg_bs_g_11060451_d_sccl_20/146-4523735-3860123?psc=1,"90,544",$8.88,Sunscreens & Tanning Products,Body Sunscreens,N/A,30K+ bought in past month
B0B1PDDLGZ,#71,https://www.amazon.com/Getter-Multi-Oil-Hydrating-Naturium-Cleanser/dp/B0B1PDDLGZ/ref=zg_bs_g_11060451_d_sccl_21/146-4523735-3860123?psc=1,"10,554",$31.95,Body,Body Washes,Naturium,N/A
B09RYRCXKM,#72,https://www.amazon.com/Aquaphor-Healing-Protectant-Avocado-Butter/dp/B09RYRCXKM/ref=zg_bs_g_11060451_d_sccl_22/146-4523735-3860123?psc=1,"9,715",$10.47,Body,Body Butters,Aquaphor,40K+ bought in past month
B0B45LL4DD,#73,https://www.amazon.com/Beauty-Joseon-Revive-eye-serum/dp/B0B45LL4DD/ref=zg_bs_g_11060451_d_sccl_23/146-4523735-3860123?psc=1,"8,782",$16.99,Eyes,Serums,Beauty of Joseon,40K+ bought in past month
B09GN1YRVP,#74,https://www.amazon.com/Irish-Spring-Original-Clean-Body/dp/B09GN1YRVP/ref=zg_bs_g_11060451_d_sccl_24/146-4523735-3860123?psc=1,"19,821",$6.94,Body,Body Washes,Irish Spring,10K+ bought in past month
B00J5KDCO2,#75,https://www.amazon.com/EltaMD-Moisturizer-Hyaluronic-Mineral-Based-Protection/dp/B00J5KDCO2/ref=zg_bs_g_11060451_d_sccl_25/146-4523735-3860123?psc=1,"22,802",$42.00,Sunscreens & Tanning Products,Facial Sunscreens,N/A,30K+ bought in past month
B097WFJ5H2,#76,https://www.amazon.com/CeraVe-Treatment-Salicylic-Purifying-Blackhead/dp/B097WFJ5H2/ref=zg_bs_g_11060451_d_sccl_26/146-4523735-3860123?psc=1,"16,872",$14.99,Face,Washes,CeraVe,20K+ bought in past month
B06XDCPYYL,#77,https://www.amazon.com/Aquaphor-Repair-Tube-Blister-Ounce/dp/B06XDCPYYL/ref=zg_bs_g_11060451_d_sccl_27/146-4523735-3860123?psc=1,"9,291",$8.36,Lip Care,Balms & Moisturizers,Aquaphor,40K+ bought in past month
B09YZ16XCN,#78,https://www.amazon.com/Gold-Bond-Corrector-Replenishing-Smoothing/dp/B09YZ16XCN/ref=zg_bs_g_11060451_d_sccl_28/146-4523735-3860123?psc=1,"39,772",$12.39,Body,Lotions,Gold Bond,20K+ bought in past month
B01M4NFD2N,#79,https://www.amazon.com/Cetaphil-Gentle-Makeup-Removing-Wipes/dp/B01M4NFD2N/ref=zg_bs_g_11060451_d_sccl_29/146-4523735-3860123?psc=1,"20,179",$6.79,Face,Cloths & Towelettes,Cetaphil,20K+ bought in past month
B0BVYD2L5K,#80,https://www.amazon.com/Lume-Acidified-Body-Wash-Moisturizing/dp/B0BVYD2L5K/ref=zg_bs_g_11060451_d_sccl_30/146-4523735-3860123?psc=1,"19,983",$18.12,Body,Body Washes,Lume,N/A
B09B4F55NY,#81,https://www.amazon.com/b-tan-Darkest-Sunless-Tanner-Possible/dp/B09B4F55NY/ref=zg_bs_g_11060451_d_sccl_81/146-4523735-3860123?psc=1,"46,267",$9.50,Sunscreens & Tanning Products,Body Self-Tanners,B.TAN,9K+ bought in past month
B0BFQ9RD5B,#82,https://www.amazon.com/dalba-Piedmont-Light-weight-Moisturizer-Comedogenic/dp/B0BFQ9RD5B/ref=zg_bs_g_11060451_d_sccl_82/146-4523735-3860123?psc=1,"12,165",$24.00,Face,Face Mists,d'alba Piedmont,20K+ bought in past month
B07BH4DD2M,#83,https://www.amazon.com/Hawaiian-Tropic-Hydrating-Butter-Coconut/dp/B07BH4DD2M/ref=zg_bs_g_11060451_d_sccl_83/146-4523735-3860123?psc=1,"10,892",$10.99,Sunscreens & Tanning Products,After Sun,Hawaiian Tropic,20K+ bought in past month
B0DJV6YB44,#84,https://www.amazon.com/Dermactin-Crepe-Gone-Body-Souffle/dp/B0DJV6YB44/ref=zg_bs_g_11060451_d_sccl_84/146-4523735-3860123?psc=1,473,$14.00,Body,Creams,Dermactin,10K+ bought in past month
B001ET7IQK,#85,https://www.amazon.com/Dove-Beauty-Sensitive-Skin-Count/dp/B001ET7IQK/ref=zg_bs_g_11060451_d_sccl_85/146-4523735-3860123?psc=1,"14,540",$11.97,Body,Soaps,Dove,30K+ bought in past month
B008EKY8VK,#86,https://www.amazon.com/LOreal-Paris-Revitalift-Moisturizer-Hyaluronic/dp/B008EKY8VK/ref=zg_bs_g_11060451_d_sccl_86/146-4523735-3860123?psc=1,"43,012",$18.56,Face,Face Moisturizers,L'ORÉAL PARIS,10K+ bought in past month
B00ZPWR0N8,#87,https://www.amazon.com/EltaMD-Clear-Tinted-Sunscreen-Face/dp/B00ZPWR0N8/ref=zg_bs_g_11060451_d_sccl_87/146-4523735-3860123?psc=1,"19,326",$46.00,Sunscreens & Tanning Products,Facial Sunscreens,N/A,30K+ bought in past month
B0BT1WN3ZD,#88,https://www.amazon.com/Method-Body-Wash-Surf-28oz/dp/B0BT1WN3ZD/ref=zg_bs_g_11060451_d_sccl_88/146-4523735-3860123?psc=1,"7,869",$11.48,Body,Body Washes,Method,30K+ bought in past month
B0CZF2T7CK,#89,https://www.amazon.com/Paris-Infallible-3-Second-Setting-Microfine/dp/B0CZF2T7CK/ref=zg_bs_g_11060451_d_sccl_89/146-4523735-3860123?psc=1,"2,833",$21.99,Face,Face Mists,L'ORÉAL PARIS,N/A
B077TWXCQV,#90,https://www.amazon.com/CeraVe-Salicylic-Ounce-Fragrance-Exfoliate/dp/B077TWXCQV/ref=zg_bs_g_11060451_d_sccl_90/146-4523735-3860123?psc=1,"33,775",$13.99,Body,Body Washes,CeraVe,30K+ bought in past month
B004XGLE7K,#91,https://www.amazon.com/Sun-Bum-Moisturizing-Protection-Hypoallergenic/dp/B004XGLE7K/ref=zg_bs_g_11060451_d_sccl_91/146-4523735-3860123?psc=1,"27,050",$32.99,Sunscreens & Tanning Products,Body Sunscreens,N/A,N/A
B07YLJPMC3,#92,https://www.amazon.com/CeraVe-Treatment-Hyaluronic-Niacinamide-Sensitive/dp/B07YLJPMC3/ref=zg_bs_g_11060451_d_sccl_92/146-4523735-3860123?psc=1,"33,260",$14.94,Face,Washes,CeraVe,N/A
B084MVWG1F,#93,https://www.amazon.com/Dial-Antibacterial-liquid-spring-water/dp/B084MVWG1F/ref=zg_bs_g_11060451_d_sccl_93/146-4523735-3860123?psc=1,"25,187",$9.88,Body,Hand Wash,Dial,10K+ bought in past month
B0CMW64H59,#94,https://www.amazon.com/Cremo-Rich-Lathering-Italian-Bergamot-Blossom/dp/B0CMW64H59/ref=zg_bs_g_11060451_d_sccl_94/146-4523735-3860123?psc=1,"7,671",$8.34,Body,Body Washes,Cremo,10K+ bought in past month
B0BNP3ZN4X,#95,https://www.amazon.com/eos-Strawberry-Pomegranate-Raspberry-Products/dp/B0BNP3ZN4X/ref=zg_bs_g_11060451_d_sccl_95/146-4523735-3860123?psc=1,"22,329",$8.19,Lip Care,Balms & Moisturizers,eos,5K+ bought in past month
B07XC569XF,#96,https://www.amazon.com/Neutrogena-HydroBoost-Hyaluronic-Pre-Moistened-Towelettes/dp/B07XC569XF/ref=zg_bs_g_11060451_d_sccl_96/146-4523735-3860123?psc=1,"15,140",$12.50,Face,Cloths & Towelettes,Neutrogena,30K+ bought in past month
B00NR1YQHM,#97,https://www.amazon.com/Neutrogena-Hydro-Hyaluronic-Hydrating-Moisturizer/dp/B00NR1YQHM/ref=zg_bs_g_11060451_d_sccl_97/146-4523735-3860123?psc=1,"86,546",$17.95,Face,Face Moisturizers,Neutrogena,20K+ bought in past month
B00AREGVUM,#98,https://www.amazon.com/Bio-Oil-200ml-Multiuse-Skincare-6-7oz/dp/B00AREGVUM/ref=zg_bs_g_11060451_d_sccl_98/146-4523735-3860123?psc=1,"51,847",$27.94,Body,Oils,Bio-Oil,40K+ bought in past month
B008C13146,#99,https://www.amazon.com/Maybelline-Dream-Fresh-Medium-Packaging/dp/B008C13146/ref=zg_bs_g_11060451_d_sccl_99/146-4523735-3860123?psc=1,"39,808",$7.99,Face,BB Creams,N/A,10K+ bought in past month
B0B4HKNDLQ,#100,https://www.amazon.com/SOL-JANEIRO-Bum-Jet-Set/dp/B0B4HKNDLQ/ref=zg_bs_g_11060451_d_sccl_100/146-4523735-3860123?psc=1,"10,447",$32.00,Sets & Kits,Sets & Kits,SOL DE JANEIRO,N/A
